X,Y,Depression_prevelence,PopulationDensity,PopulationFemale,Population65,NoHealthInsurance,Neighbor_Disadvantage,Beer,MentalHealthPati,Generalhosptials,NatureParks,Casinos,DrinkingPlaces,X.HouseRent
-78.948722,33.668187,21.20000076,1951.426,53.48,31.65,9.62,-0.593902048,2.236302,1.106645,12.439799,26.814755,0.818175,9.739148,31.46
-78.970453,33.614642,20.89999962,2387.633,52.59,29.8,20.86,-0.296664216,2.911165,1.408638,10.103266,16.661489,0.269492,8.543372,33.14
-78.982195,33.602417,21.70000076,2967.166,50.31,27.4,11.93,-0.038734098,5.18065,0.788672,11.757356,24.146245,0.477038,14.711093,37.94
-78.992186,33.591486,20.79999924,2226.779,54.39,44.67,14.07,-0.461760433,7.646357,0.62001,17.316844,26.459089,1.480579,12.116853,9.24
-79.008358,33.580568,20.89999962,1702.088,48.54,28.55,11.15,-0.662563674,5.366724,1.184553,17.375601,24.490497,0.348472,10.582476,20.01
-78.966809,33.64543,20.89999962,1251.221,50.19,28.81,11.28,-0.305979339,2.166141,0.728603,10.063695,18.772885,0.513615,7.057742,12.8
-78.987663,33.624283,21.29999924,2987.229,50.67,27.65,13.51,-0.345093772,2.657635,1.079687,10.268445,14.263153,0.47184,7.092094,33.5
-78.999463,33.607304,21.79999924,1906.454,55.43,27.11,9.15,-0.354701671,3.822614,0.662658,11.576174,16.162661,0.1698,7.918843,34.41
-79.018316,33.591355,19.5,2600.29,59.14,56.03,10.27,-0.483474896,3.141397,0.48436,6.423508,6.903646,0.197126,3.454838,25.48
-78.984761,33.69112,23.39999962,2904.39,54.05,20.36,19.94,-0.293391249,2.418712,0.931444,11.931164,15.01883,1.408845,15.594914,27.47
-78.984463,33.670246,23.5,3294.18,52.67,15.26,16.07,0.093037103,3.040227,1.170968,9.886438,17.02848,1.186341,11.299503,51.87
-78.957347,33.688743,22.10000038,2470.864,45.24,13.38,26.52,-0.020614608,2.352106,1.204304,7.846109,14.445361,2.198169,8.770998,41.52
-79.020771,33.657122,22.39999962,984.4764,52.76,21.64,21.36,-0.348743736,2.445727,1.744478,11.869291,20.163136,0.853671,10.54423,26.79
-79.073119,33.636197,20.39999962,661.7227,52.49,36.68,7.77,-0.48939087,3.75899,4.778814,16.458484,25.264615,1.349994,10.824727,20.92
-79.062869,33.593458,21.29999924,1177.207,53.28,40.44,4.73,-0.692283022,2.391719,1.282217,16.044293,17.600885,0.385107,6.059239,11.86
-79.031571,33.616631,20.20000076,1444.573,49.36,26.54,11.52,-0.550055749,5.758951,1.552021,12.793133,19.540893,0.792325,8.380511,10.89
-78.934181,33.647461,21,561.3414,52.69,38.32,23.03,-0.361103464,12.768591,4.176695,44.129138,108.326468,5.001736,37.84066,34.8
-79.040846,33.767523,25.39999962,403.9736,48.3,5.35,12.76,-0.088967751,2.566987,0.805093,10.374281,16.450106,0.765601,7.357767,48.88
-79.036462,33.698435,25.89999962,547.19,49.09,15.81,25.56,0.264211451,1.740084,1.89476,11.650674,15.089563,0.412402,8.954113,39.86
-78.984816,33.72552,21.39999962,819.5986,52.67,21.69,12.22,-0.662380563,4.294939,2.047056,19.865338,51.053591,1.142344,12.527503,16.95
-78.957988,33.709227,22.10000038,1528.764,49.08,21.46,15.03,-0.506968096,3.554169,1.430633,14.959475,20.995896,0.989165,11.598544,33.64
-78.927057,33.749185,22.89999962,1686.29,54.38,16.43,12.02,-0.311397865,2.421536,1.753262,13.470863,20.506224,0.937952,10.243919,38.62
-78.889517,33.768893,22.79999924,1644.583,51.14,11.55,11.67,-0.177005942,2.994525,1.901659,16.0748,24.182581,1.182283,12.802065,27.2
-78.903633,33.735312,22.89999962,792.5995,50.79,15.78,14.08,-0.423175584,4.182122,2.589681,15.724024,25.303341,1.636801,15.395184,57.64
-78.947395,33.771856,22.20000076,1243.433,52.97,16.94,5.82,-0.380521886,2.491065,2.344147,13.081858,18.967337,0.929372,10.997622,32.31
-78.860402,33.863059,22.70000076,142.2978,54.9,21.58,10.11,0.292140774,3.11683,0.507625,12.662602,15.986131,0.648272,8.528271,21.12
-78.737335,33.826441,20.39999962,238.9726,49.05,44.29,5.4,-0.729392486,4.859923,1.702368,10.263207,22.535495,2.262364,16.200069,22.57
-78.846247,33.808583,21.5,133.1085,50.63,25.71,8.95,-0.508157681,3.898425,1.600454,17.687565,20.455307,1.188004,11.029888,29.36
-79.014343,33.821486,22.89999962,571.2162,57.52,16.03,22.85,0.421004268,2.664598,1.582785,16.665196,16.690175,1.375974,7.844182,32.64
-78.978771,33.800943,22.39999962,379.1935,45.5,24.4,12.03,-0.336599946,2.50685,1.328053,9.840925,16.723932,0.882821,11.653307,43.67
-79.009578,33.786734,24,2664.033,53.28,17.77,17.51,0.386647134,1.524076,1.180525,11.252221,14.772212,0.466665,6.488777,59.65
-79.002085,33.752442,21.10000038,909.8858,47.56,34.12,13.03,-0.54075104,1.69252,1.18481,10.264173,12.619654,0.766853,8.303461,16.24
-78.998711,33.912688,23,148.8398,50.49,19.11,15.93,0.1359012,3.419558,1.45822,18.226657,18.609214,0.488166,5.471606,18.92
-78.941935,33.881432,23,101.1702,48.12,13.43,15.82,-0.118833177,4.136594,0.752438,18.447536,23.433928,0.492505,5.683358,17.52
-79.046185,33.857367,21.20000076,1176.616,50.69,19.24,17.15,-0.222656325,2.20139,1.573471,10.287384,17.817063,0.552404,5.975162,28.5
-79.066018,33.852925,21.29999924,1273.987,54.04,17.98,16.29,0.561346881,4.366676,2.306334,12.006377,15.646889,0.221084,4.229657,41.24
-79.095282,33.840322,20.79999924,865.1586,57.21,18.18,12.17,0.62994123,2.421088,0.736444,12.996731,13.909422,0.647632,3.908418,36.6
-79.077526,33.812923,21,993.9893,53.45,23.13,9.02,-0.02014324,2.518452,1.367269,12.202552,13.894024,0.275712,5.012387,31.19
-79.179967,33.801452,24.10000038,114.9123,51.86,14.81,9.26,-0.197982478,3.720714,1.395778,15.644534,27.604874,0.201274,3.982505,33.95
-79.118673,33.717552,21.29999924,72.55331,52.67,17.87,11.73,-0.21258247,2.566829,0.552514,13.461122,15.52894,0.291049,3.573004,14.48
-79.069211,33.932417,22.29999924,167.435,44.74,14.56,17.23,-0.336042939,3.58403,1.362454,20.441801,30.072209,0.651766,4.614364,16.99
-79.173046,33.859362,24.89999962,237.3216,50.34,13.69,17.36,0.244814669,3.70435,2.207211,15.089845,16.735196,0.533851,5.132596,33.33
-79.145725,34.035941,24.10000038,60.19014,51.75,14.32,10.6,-0.306420126,4.982764,1.221638,26.959403,17.326846,1.226855,5.061433,21.99
-79.208501,34.00346,22.60000038,121.5891,53.08,16.95,10.94,-0.222762456,5.616869,1.724155,30.723597,22.078312,0.542564,5.634361,28.41
-79.23511,33.941277,24.60000038,57.59474,49.69,14.25,9.54,-0.003320771,5.061821,1.557441,20.683165,19.482385,0.601639,5.363393,27.05
-81.100014,32.566799,19.79999924,19.58628,46.03,18.69,10.45,0.413440636,1.994723,0.450292,10.190039,20.0067,0.122505,4.443631,12.73
-80.941694,32.398288,19.20000076,74.60062,53.88,32.59,6.26,-0.374969511,2.338038,1.174418,9.458984,16.14469,0.384165,5.092619,24.54
-80.909182,32.544534,19.79999924,78.50559,52.3,13.6,15.85,0.604306768,1.330826,0.338043,7.207254,18.303683,0.188148,2.860048,36.6
-81.050228,32.245877,20.70000076,42.61295,46.69,11.27,25.27,0.365493261,2.305151,0.281648,7.226387,13.371921,0.239431,2.40273,46.13
-80.378579,34.417745,21.89999962,22.90816,54.45,34.02,15.93,0.429565455,4.431384,2.332713,8.674826,7.646941,0.125205,1.196877,19.42
-80.473504,34.506641,23.5,25.53503,47.46,19.58,7.02,-0.003946773,1.639574,1.722733,6.934405,13.31579,0.229107,2.159945,13.68
-80.712885,34.442093,21.10000038,18.06195,41.86,27.87,8.45,-0.586942919,3.258659,1.812846,5.052857,11.147294,0.340644,2.411415,10.59
-80.753788,34.288426,21,72.2581,52.29,17.42,6.01,-0.560659129,13.561832,1.737518,10.388818,13.955176,0.340647,4.264955,11.7
-80.698748,34.232935,22,612.373,51.05,16.83,11.88,0.633604736,11.649895,1.134524,10.353344,13.722484,0.288896,4.707977,33.49
-80.66162,34.218482,22.39999962,322.369,51.84,11.94,11.5,0.460395894,11.970324,2.562358,8.101429,11.217288,0.370668,4.761745,15.41
-80.617767,34.2933,18.20000076,183.8728,52.27,31.74,8.9,-0.282138211,4.196445,2.544841,4.996196,14.466505,0.380389,3.443592,16.21
-80.549613,34.281367,22.89999962,382.9984,52.82,16.88,16.39,0.569088064,2.945669,1.17373,4.995571,8.614906,0.18842,3.312495,24.75
-80.534289,34.340291,22.29999924,44.29682,48.48,15.79,13.17,0.360747401,3.747452,1.883433,5.756066,10.248561,0.318817,2.988358,25.81
-80.531936,34.18181,20.70000076,46.89247,52.74,21.47,6.83,0.094392087,3.094733,2.217966,6.291915,9.379866,0.475118,2.782154,23.71
-80.594854,34.223594,19.79999924,330.4372,60.6,19.6,11.64,0.266176629,4.176536,2.167305,5.887729,20.54034,0.233035,4.807671,25.28
-80.685519,34.137558,22.70000076,58.47524,50.72,13.58,17.33,0.430610164,5.818456,1.9405,13.492825,12.064213,0.233787,4.856142,15
-80.815631,34.175104,22.39999962,373.5252,49.26,11.83,11.38,-0.067673421,3.050579,1.065284,12.736335,13.940181,0.383932,4.472551,15.17
-80.75926,34.189089,20.89999962,450.3927,50.25,11.14,7.94,-0.481660267,4.183125,2.001456,9.771304,10.644849,0.468693,3.26404,18.88
-80.717318,34.207642,20.60000038,416.65,50.81,19.78,2.9,-0.47633128,9.362413,2.047611,11.051889,14.709702,0.381621,4.596109,6.09
-80.550128,34.725695,22.39999962,55.03017,48.94,19.93,13.4,0.128581293,1.796649,1.493757,10.624168,12.580465,0.282355,2.085723,16.43
-80.5624,34.588685,20.89999962,82.19395,39.06,16.74,8.01,0.369930217,1.226252,0.903014,7.322402,12.452598,0.513891,1.752929,34.51
-80.748911,34.573945,20.70000076,38.55761,47.88,18.9,6.48,-0.085769725,1.761853,0.325093,9.627673,15.467656,0.348569,2.00014,18.8
-80.84271,34.647593,20.10000038,82.27061,58.35,21.32,5.05,-0.374549756,2.235142,1.553855,8.419459,14.477235,0.203224,1.732581,22.92
-80.798398,34.693981,22.39999962,620.2213,58.9,13.57,11.42,0.70555396,1.380986,0.076102,7.446757,9.791997,0.136888,1.601809,43.1
-80.740696,34.675184,20.89999962,584.3275,54.96,13.38,8.98,0.38064243,1.330954,0.395723,6.539875,10.607441,0.221363,1.476403,27.66
-80.759031,34.718506,20.79999924,1653.682,58.78,13.82,16.34,2.191581817,0.947052,0.266262,5.21795,9.45458,0.019892,0.463508,68.32
-80.778649,34.716273,21.5,1617.183,50.52,17.52,15.97,1.835912495,0.798578,0.216086,6.671702,15.760266,0.373739,1.310448,65.93
-80.780703,34.742074,20.10000038,563.7057,55.66,25.69,9.24,0.397559424,2.910971,0.464199,7.414838,30.260544,0.148472,2.69608,28.84
-80.676213,34.70392,22.70000076,198.6516,49.11,16.3,13.81,0.364422762,1.57247,0.22166,10.573113,17.098742,0.31653,2.278496,32.87
-80.686605,34.769253,22.79999924,139.9032,53.06,18.88,12.47,0.142905204,2.511347,0.633511,9.359614,13.713545,0.484278,2.713464,23.6
-80.808456,34.774321,21.29999924,115.8834,53.25,17.16,13.03,-0.000601497,2.603672,0.621269,7.220639,13.049351,0.291698,2.464495,22.43
-80.870085,35.002346,19.79999924,890.4211,50.91,11.6,6.66,-0.659065483,2.858476,1.826524,2.921308,28.090152,0.767276,6.737855,8.39
-80.835222,34.887372,18.79999924,389.6143,53.91,37.55,3.28,-0.861178255,1.545861,1.221312,3.41827,18.552454,0.724533,7.418878,2.28
-82.128164,34.699868,23.79999924,168.0199,49.56,10.03,16.89,0.487315929,0.968806,0.811773,13.390529,14.72359,0.08026,3.734867,32.33
-82.056236,34.644652,24.5,70.71751,51.12,16.37,11.68,0.091894541,0.713156,1.393271,14.558164,11.519035,0.163394,2.416955,28.34
-82.129258,34.575589,22.70000076,107.8551,51.4,13.28,12.75,0.13140344,1.099384,0.384438,13.802616,11.631145,0.107706,2.64555,25.53
-82.19528,34.611876,24.89999962,137.2832,50.17,15.5,9.69,-0.329377575,1.730744,0.590804,18.625055,14.024817,0.057451,5.251498,32.23
-82.2261,34.487866,23.79999924,58.23428,51.54,20.29,6.86,-0.330941095,1.330376,0.782079,13.09752,11.116622,0.180289,2.666841,7.08
-82.156315,34.392198,24.89999962,62.99415,51.08,16,10.67,0.565772884,2.28658,0.17579,11.917396,6.673706,0.058809,1.737171,19.76
-82.088177,34.477558,21.39999962,92.04449,50.83,20.2,5.56,-0.107257105,2.467168,0.444622,13.295936,9.953917,0.120575,3.526023,23.16
-81.9859,34.445784,22.29999924,119.3242,51.93,17.92,10.89,0.746094494,1.487105,0.096012,9.606392,6.284263,0.10571,1.87385,35.28
-82.02821,34.4912,20.10000038,988.0907,53.14,29.88,7.27,0.54894333,2.553774,0.169285,7.719578,13.275571,0.143731,2.918339,39.88
-81.973466,34.595922,21.20000076,34.13131,51.45,18.41,9.35,0.022741836,1.091841,0.77821,16.204124,10.989209,0.368902,2.670841,9.67
-82.02049,34.537794,24,203.3968,50.64,12.48,18.38,0.46708865,1.523021,0.311705,9.066147,7.75212,0.062955,2.45717,53.7
-81.796402,34.517251,22.79999924,36.84028,52.65,28.24,13.91,0.649357853,2.231785,0.115428,9.239793,10.975712,0.105609,1.859122,37.08
-81.916515,34.4657,21.79999924,422.4609,50.22,14.28,12.77,0.839812653,1.521191,0.276782,9.229213,10.264415,0.059939,1.269908,32.98
-81.896024,34.419255,22.5,264.714,52.82,21.05,8.31,-0.320553673,2.570046,0.22986,10.434318,11.722361,0.120627,2.93633,29.15
-81.828064,34.395139,22.70000076,44.1646,52.06,19.42,4.89,-0.138419507,2.309353,0.041785,8.667828,6.63964,0,1.750996,17.46
-82.039106,34.355327,23.10000038,57.12548,53.47,17.78,12.48,0.26779426,2.109358,0.087562,8.784611,6.876411,0,2.080387,13.49
-81.952159,34.295168,22.60000038,45.45819,49.36,21.79,15.57,0.010671871,2.408177,0.154091,10.441156,7.346974,0.319557,1.91149,13.51
-80.174973,34.256148,20.20000076,21.82516,53.83,23.46,6.5,0.179825855,9.738206,0.307408,25.778086,14.637691,0.227214,2.768231,16.23
-80.318703,34.27312,19.79999924,51.8193,50.19,20.61,15.6,0.368590885,5.899054,0.729901,8.398039,8.265304,0.201797,1.595912,26.12
-80.218595,34.153477,17,82.41935,36.76,14.3,7.63,0.6556159,2.597895,0.187401,6.237003,6.325191,0.092981,0.952127,28.2
-80.379242,34.142076,20.39999962,39.24073,54.72,18.6,11.3,0.258869808,7.119265,1.124753,10.500541,8.628414,0.2867,2.212616,10.52
-80.240526,34.073837,19.60000038,35.57647,54.89,15.42,9.78,0.644499652,1.729475,0.430272,6.750991,9.834719,0.042995,1.314803,17.78
-80.109535,34.039516,18.5,21.86864,59.16,19.37,9.68,1.064369146,2.081346,0.059657,9.610323,3.971542,0,0.783864,18.63
-81.042601,33.95271,18.39999962,711.2171,55.3,8.67,6.96,0.014828389,1.175569,0.357704,7.835028,18.842185,0.502329,1.63285,43.44
-81.056947,33.978596,21.20000076,3127.398,43.65,11.38,10.93,-0.428771317,4.546773,0.477203,6.65521,17.079395,0.265897,4.836033,59.62
-81.078459,33.96306,20,1551.189,53.14,15.76,8.4,0.042057482,1.579428,0.541403,10.781599,10.871122,0.49955,3.068031,48.22
-81.063195,33.989481,20.70000076,3002.927,54.24,18.41,15.66,0.29530906,3.08059,1.169252,6.089268,15.967342,0.360905,5.918605,79.33
-81.093089,33.991927,18.79999924,1932.452,48.07,17,26.3,0.116413868,1.256954,0.550477,8.961767,17.352966,0.196535,2.897291,47.96
-81.13067,34.015084,17.79999924,1076.893,54.11,22.83,5.82,-0.512189801,1.937306,2.053941,17.064651,10.844548,0.226283,3.84866,43.93
-81.132005,33.988905,20.60000038,1769.494,52.31,17.7,21.28,0.265615214,1.563001,1.378525,11.620739,10.260005,0.23038,3.398287,35.4
-81.099875,34.009797,17.20000076,1513.455,56.7,36.28,3.78,-0.566507866,1.26397,0.695259,12.103014,11.475544,0.247346,2.679078,8.58
-81.073992,34.003384,18.79999924,2495.72,51.85,19.24,11.23,-0.118761832,3.329743,1.06669,8.796693,23.35047,0.123114,3.114858,61.36
-81.126708,34.034882,18,1724.565,51.17,17.7,6.79,-0.255361811,1.735117,0.970794,8.600075,10.601086,0.256496,4.270702,44.36
-81.131561,34.048664,18.39999962,3904.448,54.14,11.85,10.17,-0.182409093,1.712264,2.159427,11.913832,8.099115,0.132351,2.876084,67.08
-81.08941,33.974579,20.29999924,1896.359,50.89,16.58,12.57,-0.077576263,1.252666,0.627509,9.502255,11.533185,0.192577,3.404435,52.85
-81.116027,33.963148,19.89999962,1089.354,50.78,20.52,11.53,-0.249814479,1.918936,0.589338,15.33769,13.498612,0.223273,3.542801,33.14
-81.068514,33.943299,18.60000038,1079.823,51.29,21.94,7.48,-0.486673445,1.735486,0.536547,8.665169,13.032614,0.346449,3.133587,20.82
-81.069521,33.925199,19.60000038,265.7227,52.95,12.01,7.61,-0.23893208,2.307617,1.047518,13.331485,19.91813,0.389772,4.779812,36.22
-81.142401,33.915124,22.20000076,717.4495,52.5,17,11.39,0.197995468,0.857417,0.626549,13.084619,21.293133,0.298111,2.90434,36.16
-81.064576,33.843524,22.79999924,255.8011,48.91,9.16,18.3,0.642266257,1.046195,0.951286,10.8283,11.315853,0.071948,2.044144,42.06
-81.046031,33.894285,18.70000076,456.5938,50.92,9.81,13.46,0.630920837,1.549948,0.625098,8.277488,10.261346,0.18074,1.365243,31.53
-81.095952,33.887606,21,608.0265,54.21,18.57,10,0.276726768,1.844289,0.818133,17.273765,20.076003,0.248687,3.480615,24.78
-81.129404,33.8932,22.39999962,444.8733,51.77,13.24,9.13,-0.05554948,1.187461,0.557283,14.278202,18.031534,0.346215,3.032993,35.17
-81.003457,33.747077,21,65.17995,48.02,20.12,8.49,0.254784769,2.709757,1.241985,16.71687,15.478636,0,2.876809,24.98
-81.080444,33.756291,21.10000038,133.7589,56.1,15.9,13.97,0.256203222,3.188777,1.497703,14.858759,17.784746,0.19158,3.49287,34.24
-81.138189,33.728161,22.39999962,91.11156,49.62,16.61,10.26,0.530208675,1.969821,0.823656,10.026426,14.572847,0.230371,1.86519,21.63
-81.148362,33.80075,23.79999924,348.568,54.91,10.53,14.59,0.871505172,1.840117,0.241849,8.896086,15.223697,0.188368,1.89563,7.96
-81.124652,33.838464,23.39999962,426.5066,46.8,10.44,25.88,0.461285153,1.30127,0.489503,11.308389,17.323828,0.159167,2.384753,33.44
-81.301474,33.76302,22.79999924,112.6701,49.89,10.15,9.51,0.531848689,1.132033,0.288006,11.696823,21.800007,0.144711,1.967249,17.23
-81.21462,33.726246,21.5,71.31259,47.82,12.28,12.57,-0.21917895,1.275126,1.63541,12.206267,22.173469,0.043797,1.71867,12.1
-81.183892,33.834728,23.60000038,190.7189,50.24,10.54,24.85,1.061913459,1.166044,0.771163,13.233111,29.476547,0.264523,3.398068,34.24
-81.258267,33.840922,24.20000076,206.9282,48.42,15.58,12.92,0.658432275,1.339003,0.718836,15.965172,43.188777,0.406382,3.775009,26.18
-81.241492,33.88129,22.29999924,969.6714,53.32,8.23,7.38,0.213997944,1.624325,1.156838,19.225493,32.753024,0.470146,4.70434,20.99
-81.191573,33.892365,20.70000076,413.458,51.73,13.78,6.95,-0.37508979,3.373239,1.097806,17.689048,29.99458,0.538942,5.46822,18.31
-81.279247,33.905617,21.10000038,604.6712,54.13,10.51,8.81,-0.375756582,2.390695,1.383206,19.424359,30.48861,0.383357,3.950819,13.09
-81.18558,34.024935,17.89999962,719.0786,51.56,8.71,3.97,-0.91058146,3.305827,3.123883,20.963148,19.628041,0.564367,9.548687,5.73
-81.195469,33.94555,21.39999962,1155.747,48.68,12.18,10.66,-0.059260181,2.010181,1.350627,17.77677,22.912825,0.349249,4.324236,16.6
-81.20614,33.924151,22.5,786.1858,56.55,12.89,17.65,0.537519524,1.119385,0.803898,16.316043,23.699919,0.21974,2.476975,23.58
-81.170639,33.993324,19.5,803.1208,56.22,18.33,3.7,-0.402008962,2.273126,2.419318,16.826203,17.265501,0.250866,7.208223,16.12
-81.159779,33.982824,20.60000038,2010.992,52.07,12.49,8.92,-0.191235444,2.197384,0.915299,14.706239,15.143127,0.185126,3.65486,24.16
-81.33133,34.028655,19,647.8584,57.33,21.2,6.29,-0.774452461,4.46385,2.134187,23.198346,18.054053,0.577771,10.057027,6.71
-81.312748,33.997199,19.89999962,916.9826,47.3,8.84,3.13,-0.704681626,2.649749,2.091777,16.486335,16.232383,0.483459,6.39974,9.8
-81.312585,33.967473,20.60000038,860.3948,49.01,9.54,5.36,-0.667963383,1.652411,0.825719,18.554853,13.797462,0.432801,4.224965,12.23
-81.297453,33.941633,19.39999962,697.4227,48.32,8.4,4.51,-0.858492532,3.522389,2.55914,24.987869,28.332719,0.969849,8.140749,10.02
-81.264721,34.038476,18.29999924,1135.659,51.03,20.51,2.44,-0.840351066,3.232267,2.532183,17.687353,19.554814,0.632708,9.423245,10.12
-81.277757,34.008313,19.29999924,1156.411,49.32,11.8,2.25,-0.630476945,2.696351,3.20409,21.27183,15.610134,0.417624,6.710341,8.25
-81.244763,34.0047,18.10000038,1391.441,52.27,24.09,2.22,-0.727179248,2.790805,1.943079,17.23221,13.822356,0.435547,6.405919,12.69
-81.273363,33.977577,19.39999962,819.4052,50.83,22.5,8.53,-0.18801081,3.136561,1.155234,20.057596,17.683021,0.638965,5.496943,26.03
-81.247496,33.968727,19.60000038,1155.98,34.92,15.67,10.98,0.089150491,0.930163,0.602514,12.010103,25.940237,0.24619,2.401724,40.72
-81.210811,33.977711,19.60000038,1353.229,51.29,11,4.12,-0.525119662,2.804344,2.042226,19.243275,112.808367,0.492507,5.284743,39.37
-81.217516,33.990623,19.60000038,1908.257,53.91,17.28,4.1,-0.498055892,2.637356,2.175631,16.278788,14.109168,0.121804,6.570185,20.55
-81.215081,34.010401,18.39999962,1848.935,53.48,11.37,3.17,-0.541350111,2.43972,2.632527,15.130415,20.737475,0.244151,7.431281,12.57
-81.179878,33.962476,20.60000038,1984.122,49.92,10.9,9.2,-0.50906156,2.186663,1.381369,16.535681,15.457391,0.28769,3.459725,13.19
-81.155392,33.960212,21,1518.651,52.39,14.04,8.63,-0.429963834,1.016441,0.508973,14.048674,13.085686,0.265384,3.353702,21.44
-81.143413,34.057137,17.89999962,1867.957,54.09,29.81,5.7,-0.435180543,2.723539,1.219755,16.523047,18.92591,0.359412,4.996327,21.17
-81.170456,34.052473,19.20000076,1297.094,53.13,20.66,5.02,-0.38931139,3.060378,1.06608,11.794335,15.422814,0.390882,5.066315,18.99
-81.182954,34.072691,18.5,2223.369,51.49,20.38,8.22,-0.555702177,1.525061,0.923834,9.672584,31.548901,0.186422,4.122528,17.15
-81.155487,34.0662,18.89999962,2089.689,54.27,13.41,14.35,-0.056837937,1.771236,1.758887,5.96443,14.386839,0.145426,3.915165,29.53
-81.170301,34.079336,18,1787.746,57.61,30.81,6.13,-0.83955143,2.402893,0.585944,7.205933,11.952339,0.224837,4.953698,24
-81.200588,34.090506,19.60000038,2426.209,55.97,9.8,6.13,0.103426143,1.293141,1.203415,9.383007,13.200195,0.293608,4.725483,23.78
-81.255966,34.081516,18.5,1218.045,51.48,25.7,7.43,-0.71026439,2.579214,1.064037,13.789745,13.314475,0.453097,6.237742,10.45
-81.229921,34.063385,18.5,722.2501,47.45,26.19,4.39,-0.620817104,2.409637,1.91077,9.755124,14.62247,0.308911,7.683838,29.24
-81.200228,34.065078,18.20000076,2158.912,53.27,20.9,5.95,-0.665184771,2.165992,2.15202,11.005217,14.998142,0.100207,4.342055,22.33
-81.32263,34.099818,18.60000038,731.028,48.99,18.58,3.57,-0.906284114,4.463726,0.918834,15.891366,45.109371,0.457794,9.074581,3.59
-81.334808,34.159013,19.89999962,302.7087,51.4,14.24,6.11,-0.176531414,2.907907,1.253621,18.249986,32.761061,0.479633,6.822555,14.3
-81.370946,34.096045,18.39999962,665.4429,49.89,30.64,0.31,-0.805627498,3.164128,1.31568,15.339538,22.206396,0.600799,6.965816,2.54
-81.398511,34.139468,18.60000038,273.3273,53.16,20.63,5.86,-0.529178434,2.982024,0.964021,13.99896,16.546519,0.307207,5.441849,9.52
-81.411908,34.046993,19.10000038,248.9772,51.33,24.42,6.15,-0.769070553,2.906223,1.418044,19.486892,15.685339,0.513809,8.657098,13.54
-81.414867,33.990789,20.39999962,142.082,48.82,19.98,12.02,-0.306103221,3.654669,1.912899,23.781084,19.812013,0.449362,10.284229,13.65
-81.436628,33.908814,23.29999924,203.9655,53.33,11.46,14.78,0.145760009,1.083907,0.779231,17.011867,11.849203,0.333486,2.554633,25.65
-81.366847,33.938026,21.20000076,177.8409,47.59,15.24,9.1,-0.305262378,2.435624,1.21805,21.815103,25.711657,0.322478,6.084172,13.47
-81.415821,33.866691,22.5,119.658,52.85,14.4,11.76,0.513618089,0.98713,0.755241,12.803989,24.011631,0.159263,3.086764,31.14
-81.379737,33.815519,22.29999924,79.84962,48.28,9.78,13.62,-0.055726339,1.008928,0.520878,13.012309,16.595371,0.126965,2.756191,15.28
-81.536912,33.907275,19.29999924,455.134,54.62,15.46,17.61,0.429577603,0.514941,0.457887,13.268623,11.696845,0.104453,2.051805,36.32
-81.50297,33.851218,22.29999924,93.78984,50.93,13.46,14.17,0.165972411,0.818451,0.284399,9.083221,10.754472,0.121919,2.063168,28.26
-81.489868,33.952761,19.79999924,107.748,52.58,19.67,7.89,-0.077316993,1.097464,0.65796,14.236244,21.484734,0.193098,3.553555,21.22
-82.448298,33.98333,17.29999924,15.62459,46.8,54.44,6.06,-0.803105362,0.819037,0.241872,16.980769,10.272145,0.04358,2.037653,6.12
-82.24727,33.923027,18.29999924,40.86282,41.78,28.42,6.35,0.568167034,0.342352,0.067648,8.193227,4.731731,0.062743,0.431645,32.73
-82.201093,33.753519,20.29999924,21.22135,50.1,24.92,6.33,0.166357981,1.588202,0.722106,32.268584,10.862478,0.335971,4.71747,15.44
-79.471603,34.155277,21.60000038,38.98556,57.77,16.04,15.09,0.83052563,0.936786,0.829032,16.007387,7.383125,0.114672,1.181592,45.24
-79.382508,34.243346,21.70000076,145.4008,56.93,21.83,4.43,0.787449153,1.007206,0.873658,23.429158,7.010396,0.106733,1.740433,35.28
-79.301464,34.234089,21.89999962,103.7498,52.98,22.42,13.44,1.272315249,1.62988,0.247025,14.589444,9.289045,0,2.216517,30.52
-79.193203,34.239204,21.79999924,119.7886,53.55,19.22,12.38,0.731824715,2.131051,0.14108,15.189731,7.783753,0.0461,1.109404,41.21
-79.247716,34.154648,21.39999962,113.1139,48.83,18.29,10.91,0.497884997,2.28609,0.139824,16.673498,7.317024,0.060585,1.564145,19.04
-79.332447,34.132058,20,163.3701,53.66,16.86,17,1.053368733,0.98519,0.524713,20.068775,8.54343,0.053172,1.208795,31.08
-79.396308,34.028817,20.20000076,18.63815,50.38,20.84,12.52,0.307678157,1.20268,0.995968,14.956439,7.681944,0.183292,0.95812,20.58
-79.323992,33.857165,21,22.74681,53.98,19.48,22.67,0.220581034,0.734072,0.494987,11.024809,6.245878,0,0.889898,32.88
-79.8108,34.73932,22,33.41518,46.89,20.77,10.41,0.893131843,0.208592,0.325069,6.529966,7.623861,0.206794,2.17333,30.11
-79.754837,34.570398,20.89999962,82.4226,63.82,19.02,15.21,1.301173103,0.764459,0.531355,9.052359,14.88151,0.18799,1.331657,40.36
-79.652083,34.622565,20.39999962,268.0236,50.1,19.7,7.59,0.601319648,0.706696,0.587773,7.631331,21.255764,0.028335,0.980818,51.02
